명칭,위도,경도,,,,,,,,,,,,,,,,,,,,
주식회사 바이오커넥트,37.4835065,127.0235422,,,,,,,,,,,,,,,,,,,,
주식회사 휴앤바이옴,37.4784241,126.883311,,,,,,,,,,,,,,,,,,,,
주식회사 데일리펀딩,37.5111134,127.0366313,,,,,,,,,,,,,,,,,,,,
㈜왓챠,37.4934833,127.0292348,,,,,,,,,,,,,,,,,,,,
주식회사 디젠트소프트,37.4973497,127.0282999,,,,,,,,,,,,,,,,,,,,
㈜루닛,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
티엔씨파트너㈜,37.486454,126.896001,,,,,,,,,,,,,,,,,,,,
㈜넥스클라우드,37.503376,127.049776,,,,,,,,,,,,,,,,,,,,
㈜다커,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 더스킨팩토리,37.5175829,127.0416468,,,,,,,,,,,,,,,,,,,,
㈜에스엔티코리아,37.5168721,126.8663985,,,,,,,,,,,,,,,,,,,,
㈜지오룩스,,,,,,,,,,,,,,,,,,,,,,
㈜에임퓨처,37.482139,126.9968963,,,,,,,,,,,,,,,,,,,,
주식회사 성화플러스,,,,,,,,,,,,,,,,,,,,,,
주식회사 집토스,37.5478686,127.0441013,,,,,,,,,,,,,,,,,,,,
주식회사 자이언트스텝,,,,,,,,,,,,,,,,,,,,,,
주식회사 이노소니언,37.5002838,127.0118117,,,,,,,,,,,,,,,,,,,,
㈜엘이디세이버,,,,,,,,,,,,,,,,,,,,,,
㈜모스티브,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
㈜더플러스인터렉티브,37.5069458,127.0540198,,,,,,,,,,,,,,,,,,,,
주식회사 잇그린,37.504067,127.0315885,,,,,,,,,,,,,,,,,,,,
주식회사 젠티,37.5168721,126.8663985,,,,,,,,,,,,,,,,,,,,
㈜수메디칼,37.5116201,127.0161495,,,,,,,,,,,,,,,,,,,,
주식회사 엔알디,37.5640907,126.9979403,,,,,,,,,,,,,,,,,,,,
주식회사 솔라웨어,,,,,,,,,,,,,,,,,,,,,,
㈜에이피오코리아,,,,,,,,,,,,,,,,,,,,,,
주식회사 다원물산,,,,,,,,,,,,,,,,,,,,,,
㈜잡쇼퍼,37.4784063,126.9516133,,,,,,,,,,,,,,,,,,,,
호스트센터㈜,37.4111467,127.0944077,,,,,,,,,,,,,,,,,,,,
㈜마이뮤직테이스트,37.501579,127.0323117,,,,,,,,,,,,,,,,,,,,
주식회사 헨,37.5404561,127.0562048,,,,,,,,,,,,,,,,,,,,
카론바이오 주식회사,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜유아이티,,,,,,,,,,,,,,,,,,,,,,
㈜에프앤씨,37.5432336,127.063323,,,,,,,,,,,,,,,,,,,,
㈜씨에이이테크놀러지,,,,,,,,,,,,,,,,,,,,,,
지비비㈜,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
삼영에코텍 주식회사,37.468635,126.8872075,,,,,,,,,,,,,,,,,,,,
㈜에이티소프트,37.4771592,126.8837142,,,,,,,,,,,,,,,,,,,,
감프정보기술 주식회사,37.4854424,126.8981953,,,,,,,,,,,,,,,,,,,,
주식회사 벨류데이터,37.4289777,126.8932125,,,,,,,,,,,,,,,,,,,,
주식회사 마운드,37.4977958,127.0303769,,,,,,,,,,,,,,,,,,,,
㈜스마트디아그노시스,37.576678,126.898006,,,,,,,,,,,,,,,,,,,,
주식회사 프레인글로벌,37.5600079,126.9730606,,,,,,,,,,,,,,,,,,,,
주식회사 에스아이디,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
주식회사 매크로윈,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜범진이엔씨,37.5572006,126.8644253,,,,,,,,,,,,,,,,,,,,
주식회사 261하우스,37.5512247,127.0449136,,,,,,,,,,,,,,,,,,,,
올리브유니온㈜,37.4941234,127.0099874,,,,,,,,,,,,,,,,,,,,
에피라이브 주식회사,37.5351767,126.902516,,,,,,,,,,,,,,,,,,,,
삼우에스엔씨코 주식회사,37.5712576,127.0393523,,,,,,,,,,,,,,,,,,,,
듀오톤,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
이패스㈜,37.4829487,126.8961615,,,,,,,,,,,,,,,,,,,,
렉스소프트 주식회사,37.4657957,126.9594668,,,,,,,,,,,,,,,,,,,,
㈜디지털에이아이,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
주식회사 샤펜프렛,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
㈜블루쉘,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
주식회사 루앤페,37.5594517,126.9445286,,,,,,,,,,,,,,,,,,,,
㈜내가시스템,37.5282531,126.8995164,,,,,,,,,,,,,,,,,,,,
주식회사 디피에스,37.560361,126.9956912,,,,,,,,,,,,,,,,,,,,
주식회사 살다,37.5613869,126.9879539,,,,,,,,,,,,,,,,,,,,
㈜디티에스엠지,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
주식회사 위블링,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
㈜인성 아이티,,,,,,,,,,,,,,,,,,,,,,
코드마이즈 주식회사,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
㈜아키사운드,37.5144457,127.0334894,,,,,,,,,,,,,,,,,,,,
㈜뉴코어,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜슈웅,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜아이티로,37.4855611,127.1210407,,,,,,,,,,,,,,,,,,,,
주식회사 티원엘에스,,,,,,,,,,,,,,,,,,,,,,
주식회사 플레이팅코퍼레이션,37.5105017,127.0235107,,,,,,,,,,,,,,,,,,,,
주식회사 플라,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
메타포라 주식회사,37.5165154,127.1041531,,,,,,,,,,,,,,,,,,,,
주식회사 자바펜,37.5574581,126.8507918,,,,,,,,,,,,,,,,,,,,
㈜어핀텍,,,,,,,,,,,,,,,,,,,,,,
주식회사 주안기술단,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜미핑기획,37.5078494,127.0537361,,,,,,,,,,,,,,,,,,,,
㈜에어코드,37.4787503,126.8786525,,,,,,,,,,,,,,,,,,,,
쓰리엘랩스㈜,37.4794491,126.8874768,,,,,,,,,,,,,,,,,,,,
엘앤케이컴㈜,37.5393556,127.0667081,,,,,,,,,,,,,,,,,,,,
㈜진모빌리티,37.4992135,127.0359171,,,,,,,,,,,,,,,,,,,,
주식회사 블랙로직,37.5791158,126.9367789,,,,,,,,,,,,,,,,,,,,
㈜콜버스랩,,,,,,,,,,,,,,,,,,,,,,
주식회사 갤럭시코퍼레이션,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
주식회사 크랩,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜성주컴텍,37.4775566,126.8171624,,,,,,,,,,,,,,,,,,,,
㈜딥브레인에이아이,37.4944477,127.0333706,,,,,,,,,,,,,,,,,,,,
㈜위웨이,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜파비콘,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
㈜스타셸,37.4946275,127.0349115,,,,,,,,,,,,,,,,,,,,
씨제이인스트루먼트㈜,37.60411,127.045124,,,,,,,,,,,,,,,,,,,,
자이랜드㈜,37.5103914,127.0182468,,,,,,,,,,,,,,,,,,,,
주식회사 카르마랩,37.5606057,126.9897354,,,,,,,,,,,,,,,,,,,,
㈜이니라인,,,,,,,,,,,,,,,,,,,,,,
주식회사 리폰,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
엘앤제이바이오㈜,37.4873119,127.1190555,,,,,,,,,,,,,,,,,,,,
태현메드,37.5736598,127.0230039,,,,,,,,,,,,,,,,,,,,
㈜블루솔루션즈,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜이비즈네트웍스,37.5063212,127.0465479,,,,,,,,,,,,,,,,,,,,
라이트웨이트 주식회사,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 이랜서,37.5037639,127.0452494,,,,,,,,,,,,,,,,,,,,
㈜블루골드,37.4784063,126.9516133,,,,,,,,,,,,,,,,,,,,
브릿지벤처스 주식회사,37.4979875,127.0319961,,,,,,,,,,,,,,,,,,,,
㈜엔토리,37.5480409,126.942419,,,,,,,,,,,,,,,,,,,,
"㈜펀크루 (FunCrew.Co.,Ltd.)",37.4974272,127.0283935,,,,,,,,,,,,,,,,,,,,
주식회사 노비텍,,,,,,,,,,,,,,,,,,,,,,
㈜윈솔텍,37.4684672,126.8919873,,,,,,,,,,,,,,,,,,,,
㈜소셜엠씨,,,,,,,,,,,,,,,,,,,,,,
㈜맥스엘리트,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
주식회사 브이웍스플러스,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
이쿠얼키㈜,37.5108575,127.0482198,,,,,,,,,,,,,,,,,,,,
㈜엠팩플러스,37.5756467,127.039162,,,,,,,,,,,,,,,,,,,,
㈜루미나노,37.5585092,127.0424357,,,,,,,,,,,,,,,,,,,,
㈜탈잉,37.5101149,127.0660396,,,,,,,,,,,,,,,,,,,,
헤브론스타㈜,37.508991,127.040362,,,,,,,,,,,,,,,,,,,,
㈜씨아이피시스템,37.4844389,126.8789745,,,,,,,,,,,,,,,,,,,,
㈜에스에프비,37.5791158,126.9367789,,,,,,,,,,,,,,,,,,,,
오늘의웹툰,37.496456,127.029689,,,,,,,,,,,,,,,,,,,,
㈜넥스텝스튜디오,37.4001118,127.0991258,,,,,,,,,,,,,,,,,,,,
주식회사 올워크,37.4866148,127.0156792,,,,,,,,,,,,,,,,,,,,
유한회사 파시어,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
포스트텔링크㈜,37.5198909,127.0341714,,,,,,,,,,,,,,,,,,,,
㈜네오비엔에스,37.5407175,127.0594992,,,,,,,,,,,,,,,,,,,,
㈜에스지전자통신,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 소유코퍼레이션,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜씨엘나인,,,,,,,,,,,,,,,,,,,,,,
주식회사피노유엑스디,37.552,126.9161128,,,,,,,,,,,,,,,,,,,,
㈜더크림유니언,37.5166228,127.0241209,,,,,,,,,,,,,,,,,,,,
㈜로고스시스템,37.5028871,127.0484872,,,,,,,,,,,,,,,,,,,,
㈜오픈메디칼,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
㈜꿈인에스씨,37.6015628,127.087251,,,,,,,,,,,,,,,,,,,,
㈜텔레큐브,37.5307148,126.8983682,,,,,,,,,,,,,,,,,,,,
㈜어메이징브루잉컴퍼니,37.5427269,127.0494878,,,,,,,,,,,,,,,,,,,,
다윈그룹㈜,37.5066723,127.0590082,,,,,,,,,,,,,,,,,,,,
㈜가온아이,37.5060431,127.028133,,,,,,,,,,,,,,,,,,,,
㈜시나잇정보통신,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
핑퐁㈜,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
㈜시어스랩,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
㈜엠디스퀘어(MDsquare),37.5149897,127.0216226,,,,,,,,,,,,,,,,,,,,
㈜글로텍,,,,,,,,,,,,,,,,,,,,,,
머니매그넷㈜,37.5021098,127.0426069,,,,,,,,,,,,,,,,,,,,
㈜아이뱅크,37.4780361,126.8815801,,,,,,,,,,,,,,,,,,,,
주식회사 셀프트리,,,,,,,,,,,,,,,,,,,,,,
㈜아소비교육,,,,,,,,,,,,,,,,,,,,,,
썸띵바이피플,37.589116,127.0182146,,,,,,,,,,,,,,,,,,,,
주식회사 금새인터랙티브,37.5073952,127.0226203,,,,,,,,,,,,,,,,,,,,
포스크리에이티브파티㈜,37.513356,127.022751,,,,,,,,,,,,,,,,,,,,
주식회사 엑스큐브,,,,,,,,,,,,,,,,,,,,,,
빅썬시스템즈㈜,,,,,,,,,,,,,,,,,,,,,,
스마트스터디㈜,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
비피메드 주식회사,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 이노핀,37.4932313,126.9039488,,,,,,,,,,,,,,,,,,,,
알리콘㈜,37.5660033,126.9725577,,,,,,,,,,,,,,,,,,,,
㈜보고와이즈,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
㈜한성퍼트레이딩,37.5607037,127.0651001,,,,,,,,,,,,,,,,,,,,
㈜크리에이티브굿즈,37.5640907,126.9979403,,,,,,,,,,,,,,,,,,,,
㈜컬처메이커스,37.4858206,127.0315584,,,,,,,,,,,,,,,,,,,,
㈜케이스마텍,,,,,,,,,,,,,,,,,,,,,,
알엘에이피 주식회사,37.497846,127.039793,,,,,,,,,,,,,,,,,,,,
㈜엠진바이오,37.577032,126.998477,,,,,,,,,,,,,,,,,,,,
주식회사 프로펠,37.5713839,127.0362882,,,,,,,,,,,,,,,,,,,,
㈜대명엔지니어링,37.5064323,127.049992,,,,,,,,,,,,,,,,,,,,
공간의가치㈜,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜컨트롤웍스,37.4999515,127.0426322,,,,,,,,,,,,,,,,,,,,
주식회사 한타소프트,,,,,,,,,,,,,,,,,,,,,,
주식회사 에이아이댑스,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 유니자르,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
주식회사 오투엠,37.6093856,127.0120367,,,,,,,,,,,,,,,,,,,,
주식회사 씨엠엑스,,,,,,,,,,,,,,,,,,,,,,
㈜소프트센,37.4818328,127.0118875,,,,,,,,,,,,,,,,,,,,
주식회사 똑똑한컴퍼니,37.5552687,126.9135602,,,,,,,,,,,,,,,,,,,,
에스티앤텍,37.4850988,126.8927579,,,,,,,,,,,,,,,,,,,,
주식회사 더블베어스,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
㈜이씨마이너,37.4912583,127.0365384,,,,,,,,,,,,,,,,,,,,
태그하이브㈜,37.48783,127.1207353,,,,,,,,,,,,,,,,,,,,
쿼럼바이오㈜,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
㈜에프엑스기어,37.5145853,127.0392627,,,,,,,,,,,,,,,,,,,,
tag360,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
주식회사 라인투비,37.4929951,127.0173042,,,,,,,,,,,,,,,,,,,,
㈜클라썸,37.4964092,127.0296836,,,,,,,,,,,,,,,,,,,,
㈜솔미디어컴퍼니,37.5341235,126.8954439,,,,,,,,,,,,,,,,,,,,
주식회사 에임스,37.498037,127.0362885,,,,,,,,,,,,,,,,,,,,
㈜온꿈사,37.5729503,126.9793579,,,,,,,,,,,,,,,,,,,,
㈜엑스퍼넷,37.4864578,126.8936718,,,,,,,,,,,,,,,,,,,,
㈜포랩,37.4874114,127.119052,,,,,,,,,,,,,,,,,,,,
㈜인스밸리,37.4861624,126.8871466,,,,,,,,,,,,,,,,,,,,
주식회사 맥스바이오젠,37.5168721,126.8663985,,,,,,,,,,,,,,,,,,,,
주식회사 엔드림게임즈,,,,,,,,,,,,,,,,,,,,,,
티엔피인터내셔날㈜,37.5588155,126.862182,,,,,,,,,,,,,,,,,,,,
주식회사 셀레믹스,37.4774882,126.8822399,,,,,,,,,,,,,,,,,,,,
주식회사 준비운동,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
㈜펫트너,37.495505,127.0375434,,,,,,,,,,,,,,,,,,,,
㈜테라베스트,37.4897988,127.0080011,,,,,,,,,,,,,,,,,,,,
다인크레스트코리아 주식회사,37.5009452,127.0361278,,,,,,,,,,,,,,,,,,,,
주식회사 이공구오,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
㈜밸로프,37.4754508,126.8817091,,,,,,,,,,,,,,,,,,,,
주식회사 리빽,37.4809661,126.8925366,,,,,,,,,,,,,,,,,,,,
㈜블록체인기술연구소,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 부스트이뮨,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
지우이앤이㈜,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
㈜미쥬,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 원스글로벌,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜이스트시큐리티,37.4809324,127.0124091,,,,,,,,,,,,,,,,,,,,
㈜씨엠지제약,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜앤드와이즈,37.5120289,127.0468025,,,,,,,,,,,,,,,,,,,,
주식회사 디자인정인플러스,37.5087409,127.0531578,,,,,,,,,,,,,,,,,,,,
에이티온 주식회사,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
㈜이스트소프트,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
㈜태호이노베이션,37.4683886,126.8977425,,,,,,,,,,,,,,,,,,,,
㈜숨코리아,,,,,,,,,,,,,,,,,,,,,,
주식회사 삼성어패럴,37.4861286,127.0140794,,,,,,,,,,,,,,,,,,,,
유리벳코리아 주식회사,37.5640907,126.9979403,,,,,,,,,,,,,,,,,,,,
주식회사 엠에스에이앤씨,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
토웅이앤씨 주식회사,37.5054049,127.063824,,,,,,,,,,,,,,,,,,,,
인테이크㈜,37.4875364,127.0045575,,,,,,,,,,,,,,,,,,,,
주식회사 식스샵,37.4908461,127.0302812,,,,,,,,,,,,,,,,,,,,
아파트멘터리 주식회사,37.5216436,127.0329814,,,,,,,,,,,,,,,,,,,,
주식회사 트위스트론,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
㈜지앤티솔루션,37.5590575,126.9738359,,,,,,,,,,,,,,,,,,,,
엔라이튼 주식회사,37.4965304,127.024758,,,,,,,,,,,,,,,,,,,,
㈜공감엠엔씨,37.5435018,127.0555403,,,,,,,,,,,,,,,,,,,,
리걸테크 주식회사,37.5166851,127.0349177,,,,,,,,,,,,,,,,,,,,
㈜레페리,37.5070522,127.05606,,,,,,,,,,,,,,,,,,,,
㈜캐비야모자,37.5523052,127.0783858,,,,,,,,,,,,,,,,,,,,
㈜에이비일팔공,37.4987251,127.0250424,,,,,,,,,,,,,,,,,,,,
㈜한국피엠그룹,37.4949591,127.0334352,,,,,,,,,,,,,,,,,,,,
주식회사 블라블라이엔엠,,,,,,,,,,,,,,,,,,,,,,
㈜세넷시스템즈,,,,,,,,,,,,,,,,,,,,,,
삼성아이앤비㈜,37.5522846,126.8712026,,,,,,,,,,,,,,,,,,,,
㈜바른피앤티,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
㈜키페어,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜슈가브릭스,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 씨너렉스,37.5606343,126.9934868,,,,,,,,,,,,,,,,,,,,
주식회사 더콘텐츠온,,,,,,,,,,,,,,,,,,,,,,
㈜씨케이아이피엠,37.5464954,127.0646466,,,,,,,,,,,,,,,,,,,,
㈜피노컴,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
주식회사 퓨처키친,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
㈜테이크원컴퍼니,37.5101538,127.0426456,,,,,,,,,,,,,,,,,,,,
㈜스냅컴퍼니,37.4995922,127.0403806,,,,,,,,,,,,,,,,,,,,
타우데이타 주식회사,37.5456642,126.9528903,,,,,,,,,,,,,,,,,,,,
화이어㈜,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
에스지메디칼 주식회사,37.5136139,127.1079236,,,,,,,,,,,,,,,,,,,,
㈜에스에스패션,37.5344256,127.0840347,,,,,,,,,,,,,,,,,,,,
㈜에스앤인포텍,37.5145437,127.1065971,,,,,,,,,,,,,,,,,,,,
㈜모모스,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
㈜텔레웍스,37.4799048,126.8824813,,,,,,,,,,,,,,,,,,,,
와우커뮤니케이션㈜,37.479612,126.884382,,,,,,,,,,,,,,,,,,,,
㈜엠알바스,37.485093,127.117004,,,,,,,,,,,,,,,,,,,,
주식회사 미디어부띠끄,37.5384272,126.9654442,,,,,,,,,,,,,,,,,,,,
주식회사 이도가컨설턴트,37.5631644,126.9750078,,,,,,,,,,,,,,,,,,,,
주식회사 온오프믹스,37.5041096,127.021214,,,,,,,,,,,,,,,,,,,,
㈜코드에프,37.56758,126.9883691,,,,,,,,,,,,,,,,,,,,
㈜노틸러스,37.5018682,127.0384944,,,,,,,,,,,,,,,,,,,,
마루테라퓨틱스 주식회사,37.4855995,127.1208548,,,,,,,,,,,,,,,,,,,,
사단법인 해오름장애인협회,37.6065602,127.0926519,,,,,,,,,,,,,,,,,,,,
㈜보닌,37.52189,127.0225783,,,,,,,,,,,,,,,,,,,,
주식회사 벤디트,37.4824724,126.894424,,,,,,,,,,,,,,,,,,,,
(주)제이엠웨이브,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
에스디랩코리아 주식회사,37.4744008,127.0468787,,,,,,,,,,,,,,,,,,,,
㈜씨에이치스퀘어,37.5238469,127.0540744,,,,,,,,,,,,,,,,,,,,
스코웍스 주식회사,37.4682961,127.0437302,,,,,,,,,,,,,,,,,,,,
㈜서연에스앤씨,37.5789324,126.82744,,,,,,,,,,,,,,,,,,,,
(유)종로과학상사,37.5727009,126.9890516,,,,,,,,,,,,,,,,,,,,
㈜테디코리아,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
㈜무브컬쳐,37.4872829,127.1031088,,,,,,,,,,,,,,,,,,,,
㈜업보트엔터,37.499973,127.0260014,,,,,,,,,,,,,,,,,,,,
㈜데이터위버,37.534878,126.9594644,,,,,,,,,,,,,,,,,,,,
주식회사 제이케이인스퍼레이션,,,,,,,,,,,,,,,,,,,,,,
주식회사 와보텍,37.4846016,127.0441043,,,,,,,,,,,,,,,,,,,,
자안그룹㈜,37.5556917,126.9396195,,,,,,,,,,,,,,,,,,,,
㈜지투아이넷,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
주식회사 뉴버드,37.5591727,126.927584,,,,,,,,,,,,,,,,,,,,
㈜티지360 테크놀로지스,37.4981691,127.0293343,,,,,,,,,,,,,,,,,,,,
쉐이커미디어 주식회사,37.493646,127.03021,,,,,,,,,,,,,,,,,,,,
㈜시티캣,37.4629528,127.0369582,,,,,,,,,,,,,,,,,,,,
㈜선영크리에이티브,37.4683886,126.8977425,,,,,,,,,,,,,,,,,,,,
주식회사 바이오프론트,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
센트럴메디컬서비스 주식회사,37.5462964,127.1019236,,,,,,,,,,,,,,,,,,,,
주식회사 애드오션컴,,,,,,,,,,,,,,,,,,,,,,
㈜오토텍바이오,37.5845012,126.9990943,,,,,,,,,,,,,,,,,,,,
㈜에스앤이컴퍼니,37.4907367,127.0776072,,,,,,,,,,,,,,,,,,,,
아리아엣지㈜,37.542509,127.0518608,,,,,,,,,,,,,,,,,,,,
넥스아이씨티㈜,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
인그래디언트 주식회사,37.505414,127.022018,,,,,,,,,,,,,,,,,,,,
㈜하티스트,37.4905482,127.1252274,,,,,,,,,,,,,,,,,,,,
㈜휴바이오,37.5581571,126.9387413,,,,,,,,,,,,,,,,,,,,
주식회사 에이아이비즈,37.5145601,126.8986963,,,,,,,,,,,,,,,,,,,,
주식회사 와이즈미디어커머스,37.4823602,126.8794591,,,,,,,,,,,,,,,,,,,,
씨오지㈜,37.5519601,126.9229533,,,,,,,,,,,,,,,,,,,,
㈜픽소,37.5592112,126.9210335,,,,,,,,,,,,,,,,,,,,
㈜에스바이오메딕스,37.5452611,127.0604621,,,,,,,,,,,,,,,,,,,,
양재미디어㈜,37.5308097,126.8983429,,,,,,,,,,,,,,,,,,,,
㈜유아이랩,37.5637561,126.9084211,,,,,,,,,,,,,,,,,,,,
주식회사 지에스지이엔지,,,,,,,,,,,,,,,,,,,,,,
㈜에스엔피제네틱스,37.5513353,126.9407371,,,,,,,,,,,,,,,,,,,,
블루넷테크놀러지㈜,37.485463,126.8924069,,,,,,,,,,,,,,,,,,,,
㈜그린기술,37.5363208,127.2282793,,,,,,,,,,,,,,,,,,,,
주식회사 델타스퀘어,,,,,,,,,,,,,,,,,,,,,,
㈜파인데이터랩,37.5269256,126.8603462,,,,,,,,,,,,,,,,,,,,
주식회사 에이블런,37.5490764,126.916611,,,,,,,,,,,,,,,,,,,,
㈜와이즈셀렉션,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
제트정보기술㈜,37.5509786,126.8495382,,,,,,,,,,,,,,,,,,,,
㈜호승이앤씨,37.4784635,127.0483263,,,,,,,,,,,,,,,,,,,,
토스혁신준비법인 주식회사,37.5172363,127.0473248,,,,,,,,,,,,,,,,,,,,
주식회사 포데로사,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
㈜올림플래닛,37.5092511,127.0620366,,,,,,,,,,,,,,,,,,,,
주식회사 커넥,37.5075512,127.060561,,,,,,,,,,,,,,,,,,,,
㈜더에스엘,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
㈜슈가폴,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
㈜버즈니,37.480683,126.9534873,,,,,,,,,,,,,,,,,,,,
주식회사 나우네버,37.4958017,126.8735405,,,,,,,,,,,,,,,,,,,,
도원에프앤지㈜,37.5301251,127.123762,,,,,,,,,,,,,,,,,,,,
㈜한국구조물안전연구원,37.4744693,127.1239588,,,,,,,,,,,,,,,,,,,,
㈜데마시안,37.4954031,126.887369,,,,,,,,,,,,,,,,,,,,
㈜에프원시큐리티,37.4759656,126.8861254,,,,,,,,,,,,,,,,,,,,
㈜키온비트,37.4937391,127.0332162,,,,,,,,,,,,,,,,,,,,
주식회사 후야호,37.495634,127.0255409,,,,,,,,,,,,,,,,,,,,
㈜사람들과사람들,37.5474311,127.0658413,,,,,,,,,,,,,,,,,,,,
㈜바이오솔루션,37.634685,127.080624,,,,,,,,,,,,,,,,,,,,
주식회사 한인플레이스,,,,,,,,,,,,,,,,,,,,,,
주식회사 젬마그린,37.5263715,126.8962283,,,,,,,,,,,,,,,,,,,,
주식회사 위캐스트,37.4834046,126.8964798,,,,,,,,,,,,,,,,,,,,
㈜액시스소프트,37.5062868,127.0394692,,,,,,,,,,,,,,,,,,,,
노아에스앤씨㈜,37.4518527,126.9020358,,,,,,,,,,,,,,,,,,,,
㈜오메카,,,,,,,,,,,,,,,,,,,,,,
레츠원 주식회사,37.5743682,127.0400189,,,,,,,,,,,,,,,,,,,,
주식회사 신의상인,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
주식회사 오시에스티,37.5414004,127.0549905,,,,,,,,,,,,,,,,,,,,
㈜나노메디카,37.4837121,127.0324112,,,,,,,,,,,,,,,,,,,,
삼정데이타서비스㈜,37.4858168,126.8976316,,,,,,,,,,,,,,,,,,,,
㈜비라인스튜디오,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
주식회사 바이멜,37.5123434,127.017263,,,,,,,,,,,,,,,,,,,,
㈜템퍼스,37.6541917,127.056793,,,,,,,,,,,,,,,,,,,,
㈜인라이튼,37.5633415,127.0371025,,,,,,,,,,,,,,,,,,,,
트라이서클,37.5051937,126.9050945,,,,,,,,,,,,,,,,,,,,
시앤지원 주식회사,,,,,,,,,,,,,,,,,,,,,,
